,ds,cnp_fi,cnp_fi_pred,day,hour,diff
8,2021-12-05 08:00:00,12.85,12.64940071105957,5,8,0.20059928894042933
9,2021-12-05 09:00:00,13.17,12.768848419189453,5,9,0.4011515808105468
10,2021-12-05 10:00:00,13.24,12.798879623413086,5,10,0.4411203765869143
11,2021-12-05 11:00:00,13.18,12.805438995361328,5,11,0.3745610046386716
12,2021-12-05 12:00:00,13.13,12.858798027038574,5,12,0.27120197296142656
13,2021-12-05 13:00:00,13.17,12.888915061950684,5,13,0.28108493804931634
14,2021-12-05 14:00:00,13.35,12.953927040100098,5,14,0.396072959899902
15,2021-12-05 15:00:00,13.63,13.109170913696289,5,15,0.5208290863037117
16,2021-12-05 16:00:00,13.65,13.247892379760742,5,16,0.40210762023925817
17,2021-12-05 17:00:00,13.69,13.397683143615723,5,17,0.29231685638427685
18,2021-12-05 18:00:00,13.6,13.435489654541016,5,18,0.16451034545898402
19,2021-12-05 19:00:00,13.41,13.302948951721191,5,19,0.10705104827880874
20,2021-12-05 20:00:00,13.09,13.174464225769043,5,20,0.08446422576904311
21,2021-12-05 21:00:00,13.25,12.9430513381958,5,21,0.3069486618041992
22,2021-12-05 22:00:00,13.21,12.751221656799316,5,22,0.45877834320068445
23,2021-12-05 23:00:00,12.93,12.536989212036133,5,23,0.3930107879638669
24,2021-12-06 00:00:00,12.61,12.782744407653809,6,0,0.17274440765380916
25,2021-12-06 01:00:00,12.43,12.658731460571289,6,1,0.22873146057128935
26,2021-12-06 02:00:00,12.35,12.534039497375488,6,2,0.18403949737548864
27,2021-12-06 03:00:00,12.36,12.538662910461426,6,3,0.17866291046142635
28,2021-12-06 04:00:00,12.49,12.604985237121582,6,4,0.11498523712158182
29,2021-12-06 05:00:00,12.66,12.76934814453125,6,5,0.10934814453124986
30,2021-12-06 06:00:00,12.56,12.9587984085083,6,6,0.3987984085083003
31,2021-12-06 07:00:00,12.55,13.22545051574707,6,7,0.6754505157470696
32,2021-12-06 08:00:00,12.68,13.481184959411621,6,8,0.8011849594116214
33,2021-12-06 09:00:00,12.85,13.562241554260254,6,9,0.7122415542602543
34,2021-12-06 10:00:00,12.93,13.580953598022461,6,10,0.6509535980224612
35,2021-12-06 11:00:00,12.9,13.568903923034668,6,11,0.6689039230346676
36,2021-12-06 12:00:00,12.86,13.59139347076416,6,12,0.7313934707641607
37,2021-12-06 13:00:00,12.8,13.531354904174805,6,13,0.731354904174804
38,2021-12-06 14:00:00,13.0,13.608925819396973,6,14,0.6089258193969727
39,2021-12-06 15:00:00,13.26,13.721569061279297,6,15,0.4615690612792971
